0:0:0:0:0:0:0:1 - - [12/Jun/2021:18:56:08 +0900] "GET /spw/loginform.spw HTTP/1.1" 200 2042
0:0:0:0:0:0:0:1 - - [12/Jun/2021:18:56:12 +0900] "GET /spw/meminsertform.spw HTTP/1.1" 200 10779
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:01:50 +0900] "GET /spw/meminsertform.spw HTTP/1.1" 200 10779
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:01:54 +0900] "GET /spw/generalSList.spw HTTP/1.1" 200 16417
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:01:54 +0900] "GET /spw/include/img/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:01:54 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210520_194012545_17.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:01:54 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210520_194012545_12.jpg HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:01:54 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210520_194012545_10.jpg HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:01:54 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210428_2039179331.jpg HTTP/1.1" 404 869
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:01:54 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210428_203917933.jpg HTTP/1.1" 404 868
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:01:54 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210409_103656930.jpg HTTP/1.1" 404 868
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:01:59 +0900] "GET /spw/generalSList.spw?cgnum=CG01 HTTP/1.1" 200 12209
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:01:59 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210428_2039179331.jpg HTTP/1.1" 404 869
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:00 +0900] "GET /spw/generalSList.spw?cgnum=CG02 HTTP/1.1" 200 13612
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:00 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210520_194012545_10.jpg HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:00 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210428_203917933.jpg HTTP/1.1" 404 868
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:00 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210409_103656930.jpg HTTP/1.1" 404 868
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:01 +0900] "GET /spw/generalSList.spw?cgnum=CG03 HTTP/1.1" 200 12215
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:01 +0900] "GET /spw/generalSList.spw?cgnum=CG04 HTTP/1.1" 200 11001
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:02 +0900] "GET /spw/generalSList.spw?cgnum=CG05 HTTP/1.1" 200 11001
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:03 +0900] "GET /spw/generalPList.spw HTTP/1.1" 200 13318
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:03 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210520_194012545_18.jpg HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:03 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210520_194012545_11.jpg HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:04 +0900] "GET /spw/local.spw HTTP/1.1" 200 12484
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:04 +0900] "GET /spw/reg/regList.spw?mode=CP&regcode= HTTP/1.1" 200 14
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:06 +0900] "GET /spw/auctionList.spw HTTP/1.1" 200 13018
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:06 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210520_194012545_101.jpg HTTP/1.1" 404 872
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:06 +0900] "GET /spw/include/js/autciontList.js HTTP/1.1" 200 3998
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:06 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210323_154651481.png HTTP/1.1" 404 868
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:08 +0900] "GET /spw/auctionViewDetail.spw?anum=A202106060001 HTTP/1.1" 200 17255
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:08 +0900] "GET /spw/include/js/strByte.js HTTP/1.1" 200 1240
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:08 +0900] "GET /spw/include/js/comment-aj.js HTTP/1.1" 200 13388
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:08 +0900] "GET /spw/uploadImages/KakaoTalk_20210520_194012545_101.jpg HTTP/1.1" 404 868
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:09 +0900] "GET /spw/uploadImages/KakaoTalk_20210520_194012545_101.jpg HTTP/1.1" 404 868
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:09 +0900] "GET /spw/getServerTime.spw HTTP/1.1" 200 13
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:28 +0900] "GET /spw/auctionList.spw HTTP/1.1" 200 13018
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:28 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210323_154651481.png HTTP/1.1" 404 868
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:28 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210520_194012545_101.jpg HTTP/1.1" 404 872
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:28 +0900] "GET /spw/include/img/favicon.ico HTTP/1.1" 200 1150
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:29 +0900] "GET /spw/auctionList.spw HTTP/1.1" 200 13018
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:29 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210520_194012545_101.jpg HTTP/1.1" 404 872
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:29 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210323_154651481.png HTTP/1.1" 404 868
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:29 +0900] "GET /spw/include/img/favicon.ico HTTP/1.1" 200 1150
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:29 +0900] "GET /spw/auctionList.spw HTTP/1.1" 200 13018
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:29 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210323_154651481.png HTTP/1.1" 404 868
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:29 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210520_194012545_101.jpg HTTP/1.1" 404 872
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:29 +0900] "GET /spw/include/img/favicon.ico HTTP/1.1" 200 1150
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:29 +0900] "GET /spw/auctionList.spw HTTP/1.1" 200 13018
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:29 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210323_154651481.png HTTP/1.1" 404 868
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:29 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210520_194012545_101.jpg HTTP/1.1" 404 872
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:29 +0900] "GET /spw/include/img/favicon.ico HTTP/1.1" 200 1150
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:30 +0900] "GET /spw/index.spw HTTP/1.1" 200 12649
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:30 +0900] "GET /spw/include/img/baner1.jpg HTTP/1.1" 200 201915
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:30 +0900] "GET /spw/include/js/mainbaner.js HTTP/1.1" 200 1221
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:30 +0900] "GET /spw/include/img/baner2.png HTTP/1.1" 200 95100
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:30 +0900] "GET /spw/include/img/baner5.png HTTP/1.1" 200 64365
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:30 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210520_194012545_18.jpg HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:30 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210520_194012545_12.jpg HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:30 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210520_194012545_11.jpg HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:30 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210520_194012545_10.jpg HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:30 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210323_154651481.png HTTP/1.1" 404 868
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:30 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210520_194012545_101.jpg HTTP/1.1" 404 872
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:53 +0900] "GET /spw/index.spw HTTP/1.1" 200 12649
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:53 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210520_194012545_11.jpg HTTP/1.1" 404 871
0:0:0:0:0:0:0:1 - - [12/Jun/2021:19:02:53 +0900] "GET /spw/editImages/Thumb_KakaoTalk_20210520_194012545_18.jpg HTTP/1.1" 404 871
